"year","doy","hour","solar","netsolar","dw_solar","up_solar","temp","rh","windspeed","precip","day_length"
2002,179,19,14.398,5.785,3.07,1.105,26.565,0.57155,1.64,0,14.6120911046232
2002,179,20,0.023,0.005,0,0,24.87,0.66485,2.285,0,14.6323110361144
2002,179,21,0,0,0,0,23.905,0.6962,2.205,0,14.6332535946725
2002,179,22,0.161,0,0,0,22.87,0.7203,2.53,0,14.6334143378242
2002,179,23,0.437,0,0,0,21.945,0.76805,1.675,0,14.6335910704679
2002,180,0,0.46,0,0,0,22.13,0.75125,1.11,0,14.6337861339363
2002,180,1,0.483,0,0,0,21.04,0.7975,1.53,0,14.6339780429335
2002,180,2,0.46,0,0,0,19.77,0.8732,2.92,0,14.6341520053657
2002,180,3,0.529,0.015,0,0,19.36,0.9043,2.54,0,14.6342961459802
2002,180,4,11.96,5.62,3.485,1.045,19.8,0.87955,2.09,0,14.6349795162845
2002,180,5,118.588,51.37,61.415,15.49,20.04,0.86145,2.39,0,14.6341056525781
2002,180,6,320.252,138.15,177.235,43.715,21.39,0.85965,2.45,0,14.6320048620841
2002,180,7,597.793,248.945,326.575,79.52,23.83,0.76825,3.06,0,14.6319613678357
2002,180,8,904.383,370.375,487.035,113.95,25.84,0.66935,3.775,0,14.6319607551996
2002,180,9,1195.218,484.82,636.44,141.84,27.125,0.6083,4.27,0,14.6319609107677
2002,180,10,1426.483,576.69,755.295,162.715,28.115,0.59215,4.19,0,14.6319615303443
2002,180,11,1359.599,547.25,720.84,155.94,28.895,0.59015,3.825,0,14.6319607523165
2002,180,12,1333.034,525.695,692.705,151.08,29.315,0.593,4.29,0,14.6319608072827
2002,180,13,1209.593,479.325,633.445,142.05,29.97,0.57325,4.1,0,14.631960971925
2002,180,14,1098.388,444.31,591.74,138.12,30.53,0.56045,3.95,0,14.6319607928085
2002,180,15,765.762,300.54,395.325,94.21,30.805,0.5448,3.32,0,14.631960826285
2002,180,16,496.018,196.17,257.34,65.02,30.75,0.5536,3.005,0,14.6319607472258
2002,180,17,210.289,81.245,103.155,26.05,30.075,0.61975,3.11,0,14.6319607458049
2002,180,18,67.919,32.66,40.015,13.095,29.235,0.6785,2.92,0,14.6319609171913
2002,180,19,12.397,4.925,2.74,1.22,28.01,0.73955,2.82,0,14.6381998509574
2002,180,20,0.046,0.02,0,0,26.965,0.77255,3.17,0,14.6467538107819
2002,180,21,0.046,0,0,0,26.345,0.8004,3.35,0,14.6472248142875
2002,180,22,0.184,0,0,0,25.98,0.81485,2.985,0,14.6473792989306
2002,180,23,0.092,0,0,0,25.375,0.8294,3.29,0,14.6475482948603
2002,181,0,0.299,0,0,0,24.71,0.8552,3.01,0,14.6477270110843
2002,181,1,0.414,0,0,0,23.95,0.88865,2.935,0,14.6479111966467
2002,181,2,0.437,0,0,0,23.505,0.90325,2.625,0,14.6480817156898
2002,181,3,0.46,0.01,0,0,22.89,0.925,2.515,0,14.6482242094079
2002,181,4,11.385,4.705,3.105,1.035,22.475,0.9393,2.21,0,14.6488215365153
2002,181,5,121.532,50.835,61.115,15.705,22.64,0.93995,2.25,0,14.6464106028619
2002,181,6,348.634,142.545,182.72,45.245,24.245,0.89135,2.955,0,14.6442906735086
2002,181,7,661.963,264.925,345.81,81.545,26.44,0.7962,3.99,0,14.6442470664032
2002,181,8,967.564,384.64,501.83,111.8,27.875,0.7423,4.49,0,14.6442464080372
2002,181,9,1281.79,507.75,660.36,139.425,28.935,0.70105,4.625,0,14.6442464719468
2002,181,10,1510.249,604.795,782.76,159.32,30.145,0.6309,3.89,0,14.6442467076351
2002,181,11,1565.84,630.675,819.93,168.34,30.925,0.57985,4.305,0,14.6442465115106
2002,181,12,1361.738,532.41,685.97,140.465,31.395,0.54975,4.43,0,14.6442465651111
2002,181,13,1342.165,528.21,684.155,144.815,31.85,0.5204,4.68,0,14.6442464242898
2002,181,14,1159.867,455.865,592.785,128.92,31.985,0.52485,4.405,0,14.6442464411682
2002,181,15,968.254,374.88,487.55,110.72,32.21,0.5062,4.475,0,14.6442464674176
2002,181,16,662.446,258.03,335.715,81.71,31.83,0.5325,4.67,0,14.6442464375119
2002,181,17,328.164,121.91,152.065,37.805,31.23,0.56405,3.78,0,14.6442464194755
2002,181,18,136.896,54.505,66.485,19.415,30.35,0.5909,2.815,0,14.6442463790724
2002,181,19,12.88,5.02,3.105,1.24,28.62,0.65325,3.085,0,14.6479779797232
2002,181,20,0,0.005,0,0,26.975,0.71845,2.96,0,14.6640942011773
2002,181,21,0.023,0,0,0,25.735,0.77685,2.89,0,14.664926171789
2002,181,22,0.046,0,0,0,25.05,0.8013,3.165,0,14.6650827745628
2002,181,23,0.092,0,0,0,24.25,0.82945,2.925,0,14.6652469814483
2002,182,0,0.299,0,0,0,23.72,0.84795,2.695,0,14.6654253711824
2002,182,1,0.437,0,0,0,23.275,0.86615,2.47,0,14.6656098608239
2002,182,2,0.46,0,0,0,22.56,0.8965,1.71,0,14.6657820305642
2002,182,3,0.552,0.015,0,0,22.225,0.9047,1.585,0,14.6659268995036
2002,182,4,13.432,5.725,3.91,0.92,22.04,0.90825,1,0,14.6668696686093
2002,182,5,148.097,60.565,72.26,16.855,22.43,0.90235,1.11,0,14.6675120925871
2002,182,6,346.38,140.505,176.365,38.83,24.3,0.8514,1.555,0,14.6658109367067
2002,182,7,592.365,232.02,294.84,61.26,26.415,0.7397,3.065,0,14.665775943335
2002,182,8,1185.42,474.74,603.1,120.96,28.265,0.64235,3.425,0,14.6657754146161
2002,182,9,1480.579,597.625,762.64,145.57,29.7,0.5581,4.47,0,14.6657754712577
2002,182,10,1700.298,692.985,884.29,163.57,30.515,0.5016,4.675,0,14.6657756765814
2002,182,11,1813.642,745.75,949.22,173.84,31.23,0.46255,4.27,0,14.6657755622597
2002,182,12,1817.736,747.495,945.09,175.635,31.565,0.4419,5.09,0,14.6657754470902
2002,182,13,1715.087,705.72,890.895,169.88,32.21,0.38605,5.495,0,14.6657755071833
2002,182,14,1500.129,612.33,777.17,153.61,32.53,0.3915,5.305,0,14.6657756628147
2002,182,15,1207.5,486.72,620.095,130.11,32.605,0.3996,5.165,0,14.6657754430578
2002,182,16,852.495,340.765,433.515,98.9,32.495,0.40825,4.665,0,14.6657754369692
2002,182,17,484.357,193.1,242.015,62.125,32.075,0.4317,4.05,0,14.6657752609303
2002,182,18,175.697,69.31,83.05,23.83,30.8,0.4928,2.91,0,14.6657754231184
2002,182,19,16.146,6.725,4.695,1.345,29.115,0.559,2.205,0,14.6683814860664
2002,182,20,0,0.005,0,0,27.34,0.6366,1.925,0,14.687840016333
2002,182,21,0,0,0,0,26.335,0.65985,1.76,0,14.6888495248791
2002,182,22,0,0,0,0,25.51,0.68215,2.015,0,14.6890073586599
2002,182,23,0.207,0,0,0,24.275,0.74375,1.05,0,14.6891726124256
2002,183,0,0.46,0,0,0,24.055,0.75895,0.845,0.0211666666666667,14.6893583921685
2002,183,1,0.46,0,0,0,23.355,0.7982,1.88,0.0211666666666667,14.6895493982854
2002,183,2,0.46,0,0,0,22.4,0.8381,1.06,0.0211666666666667,14.6897227787391
2002,183,3,0.46,0,0,0,21.665,0.8661,0.61,0.0211666666666667,14.6898665317377
2002,183,4,11.914,5.115,3.315,0.725,21.51,0.87425,1.035,0.0211666666666667,14.6905410931437
2002,183,5,160.425,64.31,75.295,17.71,22.095,0.8512,0.3,0.0211666666666667,14.6905337720756
2002,183,6,486.864,197.23,242.845,54.62,24.475,0.79235,0.67,0.0211666666666667,14.6888470386371
2002,183,7,857.072,343.425,434.595,90.815,26.84,0.6649,2.285,0.0211666666666667,14.6888123378851
2002,183,8,1213.411,489.94,620.835,121.305,28.645,0.53135,2.82,0.0211666666666667,14.6888118144009
2002,183,9,1498.795,615.98,779.745,144,30.225,0.44515,2.56,0.0211666666666667,14.6888118709499
2002,183,10,1682.335,706.935,894.445,159.255,31.595,0.40655,1.67,0.0211666666666667,14.6888120761271
2002,183,11,1788.434,754.815,952.955,168.015,32.25,0.4065,1.77,0.0211666666666667,14.6888119620982
2002,183,12,1794.782,760.04,957.315,170.59,32.825,0.39785,1.67,0.0211666666666667,14.6888118465358
2002,183,13,1708.164,720.13,908.685,166.685,33.075,0.3884,1.875,0.0211666666666667,14.6888119061876
2002,183,14,1083.783,448.56,562.22,105.675,33.28,0.38005,1.355,0.0211666666666667,14.6888120606845
2002,183,15,836.74,346.7,430.275,85.735,33.31,0.38325,1.325,0.0211666666666667,14.6888118427981
2002,183,16,848.033,353.785,441.895,96.695,33.97,0.36285,1.265,0.0211666666666667,14.6888118365519
2002,183,17,432.906,178.795,219.74,52.99,33.75,0.378,1.325,0.0211666666666667,14.6888116577848
2002,183,18,158.033,66.645,78.195,20.84,32.255,0.4662,1.295,0.0211666666666667,14.6888118227158
2002,183,19,11.339,4.965,2.07,0.165,30.44,0.4895,0.33,0.0211666666666667,14.6895928055381
2002,183,20,0.023,0.005,0,0,29.715,0.5291,2.27,0.0211666666666667,14.7036490942725
2002,183,21,0,0,0,0,27.41,0.61755,1.14,0.0211666666666667,14.7044842804887
2002,183,22,0,0,0,0,26.795,0.6333,0.915,0.0211666666666667,14.7046388704433
2002,183,23,0,0,0,0,26.025,0.66035,0.625,0.0211666666666667,14.7047990521219
2002,184,0,0.046,0,0,0,25.185,0.70365,1.285,0,14.7049675312667
2002,184,1,0.138,0,0,0,23.93,0.7637,2.41,0,14.7051361592542
2002,184,2,0.299,0,0,0,23.78,0.76625,2.265,0,14.7052950663606
2002,184,3,0.368,0,0,0,24.075,0.73995,1.025,0,14.7054326448622
2002,184,4,13.8,6.105,3.905,0.83,23.235,0.7873,1.02,0,14.7064429997753
2002,184,5,159.206,65.75,76.52,18.15,23.39,0.78925,1.3,0,14.7077718070533
2002,184,6,466.072,191.93,236.455,53.42,26.15,0.739,0.59,0,14.7061627187475
2002,184,7,833.106,341.665,428.335,89.195,28.93,0.6257,1.315,0,14.7061296190357
2002,184,8,1167.894,483.34,607.24,118.275,30.265,0.56135,1.795,0,14.7061291250677
2002,184,9,1457.74,605.86,763.82,140.745,31.37,0.5025,1.925,0,14.7061291824539
2002,184,10,1683.278,705.35,892.605,161.4,32.015,0.4697,2.57,0,14.7061293910369
2002,184,11,1590.036,666.09,843.13,152.605,32.285,0.44745,3.28,0,14.7061292666719
2002,184,12,1521.358,640.925,810.81,148.85,32.935,0.4178,3.32,0,14.706129163298
2002,184,13,1024.581,421.675,532.675,99.97,32.785,0.42515,3.02,0,14.7061292374647
2002,184,14,1294.44,539.39,682.325,132.11,33.32,0.4081,3.26,0,14.706129431798
2002,184,15,1138.017,475.42,602.67,123.925,33.52,0.3841,3.095,0,14.7061291486983
2002,184,16,817.351,341.475,429.935,94.945,33.855,0.32455,2.495,0,14.706129145724
2002,184,17,455.768,189.765,236.26,58.225,33.35,0.36995,2.58,0,14.7061290304311
2002,184,18,149.063,61.72,71.995,18.585,31.92,0.4748,1.845,0,14.7061291251281
2002,184,19,13.432,6.1,3.91,0.905,30.395,0.51465,1.675,0,14.706796113103
2002,184,20,0,0.005,0,0,29.16,0.5484,1.865,0,14.7206265670659
2002,184,21,0,0,0,0,29.315,0.559,1.485,0,14.7214763972424
2002,184,22,0,0,0,0.015,27.91,0.6069,1.765,0,14.7216310570269
2002,184,23,0,0,0,0,26.555,0.6736,1.065,0,14.7217910251059
2002,185,0,0,0,0,0,25.075,0.742,1.145,0,14.7219584112183
2002,185,1,0.299,0,0,0,24.795,0.7662,1.085,0,14.7221289873616
2002,185,2,0.46,0,0,0,24.255,0.7985,1.455,0,14.722296659336
2002,185,3,0.46,0,0,0,23.045,0.8721,2.1,0,14.7224405258053
2002,185,4,13.708,5.78,3.98,0.895,22.64,0.9008,2,0,14.7234422643085
2002,185,5,158.355,65.28,77,18.725,22.91,0.90085,1.39,0,14.7245641482577
2002,185,6,428.674,179.47,222.045,50.785,25.22,0.83865,0.995,0,14.7229437394914
2002,185,7,782.667,325.005,408.2,85.27,27.725,0.73405,1.485,0,14.7229104295463
2002,185,8,1115.891,464.655,584.41,113.32,29.86,0.63335,1.365,0,14.7229099316935
2002,185,9,1409.371,590.99,741.955,135.455,31.37,0.55945,1.165,0,14.7229099888089
2002,185,10,1430.232,598.5,747.57,129.88,31.94,0.55235,1.395,0,14.7229101962822
2002,185,11,1610.207,678.83,856.82,153.055,32.265,0.52515,2.18,0,14.7229100752147
2002,185,12,1577.547,671.425,843.35,150.625,32.985,0.48665,2.065,0,14.7229099677894
2002,185,13,1346.88,566.305,711.56,133.38,33.18,0.4826,2.31,0,14.7229100368908
2002,185,14,1279.674,541.065,676.89,129.32,33.74,0.44315,2.35,0,14.7229102172723
2002,185,15,1111.521,473.27,593.96,120.25,33.91,0.43145,2.37,0,14.7229099565436
2002,185,16,722.338,302.78,377.795,81.335,33.735,0.44505,2.395,0,14.7229099527131
2002,185,17,423.982,180.45,225.185,52.93,33.17,0.48215,2.3,0,14.7229098213558
2002,185,18,145.452,59.26,70.285,15.905,31.645,0.5439,2.66,0,14.7229099355479
2002,185,19,9.2,4.05,2.015,0.53,30.545,0.58885,2.85,0,14.7211585778793
2002,185,20,0.023,0,0,0.015,28.73,0.67865,3.025,0,14.7320060488379
2002,185,21,0,0,0,0,27.58,0.71675,2.635,0,14.732746288572
2002,185,22,0,0,0,0,27.05,0.722,3.04,0,14.7328988665161
2002,185,23,0.046,0,0,0.015,25.8,0.78715,2.645,0,14.733059543594
2002,186,0,0.322,0,0,0,24.905,0.82685,2.875,0,14.7332365181033
2002,186,1,0.115,0,0,0,24.4,0.7885,3.38,0,14.7334134950273
2002,186,2,0,0,0,0,23.57,0.7467,3.755,0,14.7335657328273
2002,186,3,0.023,0,0,0,23.215,0.63705,3.13,0,14.7336903826027
2002,186,4,13.087,6.08,4.305,1.475,22.395,0.66895,2.67,0,14.7345234018198
2002,186,5,152.329,63.34,75.515,19.8,22.03,0.77025,2.535,0,14.7350159027507
2002,186,6,433.941,177.515,223.73,53.93,23.44,0.72265,3.41,0,14.7333269719781
2002,186,7,795.087,324.03,412.535,88.65,25.405,0.636,2.675,0,14.7332922477846
2002,186,8,1131.37,466.54,589.915,116.415,27.565,0.5571,1.83,0,14.7332917245489
2002,186,9,1422.182,595.54,747.615,137.395,29.66,0.51885,1.205,0,14.73329178128
2002,186,10,1629.734,688.675,861.675,152.005,30.9,0.51285,1.315,0,14.7332919869932
2002,186,11,1718.905,729.2,916.41,160.115,31.58,0.5088,2.07,0,14.7332918714344
2002,186,12,1764.652,746.11,936.875,164.855,32.185,0.4954,2.285,0,14.7332917576391
2002,186,13,1510.502,631.705,792.13,144.36,32.285,0.49155,2.845,0,14.7332918192604
2002,186,14,1400.424,588.92,741.745,142.085,32.385,0.4814,3.31,0,14.7332919790657
2002,186,15,1154.991,484.545,611.35,126.16,32.275,0.4795,3.995,0,14.7332917522385
2002,186,16,810.014,337.67,424.95,95.22,31.985,0.47735,4.605,0,14.7332917466147
2002,186,17,447.925,187.075,231.55,59.42,31.26,0.49765,4.77,0,14.7332915800947
2002,186,18,149.04,62.23,72.61,21.62,30.04,0.5357,4.08,0,14.7332917325315
2002,186,19,12.765,5.115,2.83,1.345,28.475,0.576,3.355,0,14.7324292361425
2002,186,20,0,0,0,0,27.33,0.5992,2.58,0,14.7443968918421
2002,186,21,0,0,0,0,26.495,0.5783,3.595,0,14.7452162544747
2002,186,22,0,0,0,0,25.07,0.6394,3.355,0,14.7453700888123
2002,186,23,0,0,0,0,23.615,0.6852,3.08,0,14.7455297341963
2002,187,0,0,0,0,0,22.655,0.70165,2.545,0,14.7456968995225
2002,187,1,0.023,0,0,0,22.17,0.7018,2.77,0,14.7458612986103
2002,187,2,0,0,0,0,21.595,0.70235,3.12,0,14.7460109095642
2002,187,3,0.023,0,0,0,20.735,0.71835,2.745,0,14.7461348608246
2002,187,4,10.81,5.135,2.94,1.235,20.3,0.7195,2.925,0,14.7466469634274
2002,187,5,131.054,50.975,57.96,14.67,20.145,0.72515,2.99,0,14.744739769973
2002,187,6,456.389,181.655,228.02,54.91,21.445,0.63525,3.75,0,14.7427246999242
2002,187,7,834.095,334.005,426.885,92.395,22.925,0.48715,4.9,0,14.7426831576628
2002,187,8,1204.855,488.34,622.53,124.86,24.26,0.4153,4.765,0,14.7426825663935
2002,187,9,1514.297,624.1,789.755,148.2,25.725,0.3627,3.305,0,14.7426826861748
2002,187,10,1721.389,717.965,905.78,162.985,27.28,0.36365,2.565,0,14.7426831558202
2002,187,11,1804.994,760.285,956.785,167.975,28.575,0.3344,2.145,0,14.742682578652
2002,187,12,1820.864,764.185,963.435,170.365,29.44,0.32705,3.055,0,14.7426826482941
2002,187,13,1570.969,650.32,822.505,150.645,29.425,0.3537,4.085,0,14.7426828607628
2002,187,14,1514.619,629.775,788.755,149.695,29.655,0.37665,4.47,0,14.742682591184
2002,187,15,1145.699,473.49,593.06,119.335,29.88,0.4025,3.595,0,14.7426826256108
2002,187,16,760.84,311.33,391,86.34,29.8,0.4153,4.065,0,14.7426825843904
2002,187,17,468.648,192.515,239.145,60.935,28.995,0.4797,4.29,0,14.7426825628824
2002,187,18,165.646,66.99,78.415,22.3,28.11,0.52205,3.045,0,14.7426825322509
2002,187,19,14.053,5.73,3.235,1.18,26.635,0.52005,2.26,0,14.7416863132505
2002,187,20,0,0,0,0,25.305,0.56015,1.045,0,14.7541261283392
2002,187,21,0,0,0,0,24.905,0.5714,1.48,0,14.7550092028548
2002,187,22,0.023,0,0,0,24.17,0.6175,1.975,0,14.75516446965
2002,187,23,0,0,0,0,23.675,0.63235,1.575,0,14.7553246190656
2002,188,0,0.023,0,0,0.01,21.62,0.786,1.68,0,14.7554919796626
2002,188,1,0.046,0,0,0,22.055,0.7461,1.995,0,14.7556578344419
2002,188,2,0.23,0,0,0,21.95,0.72825,1.895,0,14.7558127115189
2002,188,3,0.414,0,0,0,21.45,0.7155,1.6,0,14.7559494984984
2002,188,4,12.558,5.31,3.555,1.03,20.395,0.77435,1.435,0,14.7567299261183
2002,188,5,147.545,56.91,65.81,15.245,20.165,0.8033,1.555,0,14.7572241725319
2002,188,6,513.912,203.34,250.255,59.225,23.35,0.6654,1.46,0,14.7554814606211
2002,188,7,887.11,355.025,446.425,93.175,26.22,0.5025,1.29,0,14.7554455282229
2002,188,8,1211.939,495.04,621.785,118.845,27.765,0.4327,0.985,0,14.7554449833614
2002,188,9,1447.666,601.175,754.555,135.61,29.19,0.3429,0.86,0,14.7554450404647
2002,188,10,1632.172,680.525,858.82,149.155,29.705,0.35575,1.315,0,14.755445247762
2002,188,11,1811.756,761.985,959.135,164.07,30.03,0.38805,1.795,0,14.7554451274446
2002,188,12,1790.435,753.655,949.25,163.6,30.49,0.399,2.35,0,14.7554450192488
2002,188,13,1687.602,710.19,890.11,156.73,30.995,0.40385,2.075,0,14.7554450875413
2002,188,14,1486.076,623.17,779.895,143.83,31.535,0.40695,2.085,0,14.7554452658665
2002,188,15,1167.871,486.175,608.19,118.95,31.59,0.4144,1.965,0,14.7554450087602
2002,188,16,857.67,357.225,445.255,96.32,31.63,0.4205,1.785,0,14.7554450049136
2002,188,17,482.908,202.325,247.16,61.075,31.425,0.4353,1.54,0,14.75544487061
2002,188,18,166.681,67.425,77.27,22.24,30.17,0.4981,2.14,0,14.7554449881406
2002,188,19,10.879,4.56,1.995,0.995,28.63,0.54635,1.555,0,14.7526992303251
2002,188,20,0,0,0,0,28.28,0.5494,1.15,0,14.7629578621051
2002,188,21,0,0,0,0,27.385,0.5865,1.525,0,14.7637666499315
2002,188,22,0,0,0,0,26.215,0.6295,1.865,0,14.7639199500601
2002,188,23,0,0,0,0.03,24.58,0.69005,2.79,0,14.7640792511545
2002,189,0,0.046,0,0,0,23.355,0.7192,2.115,0,14.7642471611312
2002,189,1,0.391,0,0,0,22.7,0.72165,2.26,0,14.7644214309015
2002,189,2,0.46,0,0,0,22.305,0.72555,2.315,0,14.7645925657164
2002,189,3,0.46,0,0,0,21.73,0.7526,1.97,0,14.7647375626524
2002,189,4,14.145,5.925,4.185,1.15,21.425,0.7788,2.365,0,14.7658545273715
2002,189,5,173.88,68.875,81.175,21.305,21.755,0.8159,2.03,0,14.7682290835151
2002,189,6,494.776,196.805,243.83,57.465,24.17,0.75255,1.685,0,14.7667155795221
2002,189,7,895.252,358.13,453.925,94.59,26.745,0.6623,2.205,0,14.7666843949257
2002,189,8,1229.902,497.72,629.79,121.62,28.395,0.6018,3.125,0,14.7666839316749
2002,189,9,1497.944,614.38,776.135,141.305,29.83,0.5289,3.43,0,14.7666839894005
2002,189,10,1664.326,688.01,871.49,153.79,30.625,0.4739,3.2,0,14.7666841996271
2002,189,11,1740.341,728.23,922.235,162.25,31.455,0.4588,3.085,0,14.7666840703206
2002,189,12,1402.563,586.06,745.715,134.505,31.67,0.46345,3.44,0,14.7666839732338
2002,189,13,1375.009,574.315,729.675,138.865,31.94,0.4665,3.74,0,14.7666840510075
2002,189,14,1355.229,568.385,722.405,141.66,32.405,0.4658,3.6,0,14.7666839468534
2002,189,15,960.043,398.115,506.17,102.945,32.47,0.4621,3.23,0,14.7666839523362
2002,189,16,780.781,324.51,413.455,92.95,32.3,0.48755,3.955,0,14.7666839527288
2002,189,17,449.696,187.43,236.26,59.73,31.82,0.52235,3.38,0,14.766683902585
2002,189,18,156.584,64.665,77.625,22.19,30.495,0.58095,3.375,0,14.7666838270891
2002,189,19,11.914,4.59,2.81,1.075,28.735,0.64465,3.085,0,14.763748154995
2002,189,20,0,0,0,0,27.1,0.708,2.67,0,14.7735573695963
2002,189,21,0,0,0,0.01,25.73,0.76305,2.97,0,14.7743577982275
2002,189,22,0,0,0,0,25.075,0.78575,2.845,0,14.7745108641593
2002,189,23,0,0,0,0,25.06,0.786,3.01,0,14.7746700438949
2002,190,0,0,0,0,0,25.755,0.7449,3.805,0,14.7748370209405
2002,190,1,0,0,0,0,25.045,0.7717,3.17,0,14.7750008183066
2002,190,2,0,0,0,0,25.06,0.7501,3.66,0,14.7751498575967
2002,190,3,0,0,0,0,24.75,0.7666,3.45,0,14.7752739515807
2002,190,4,6.049,2.485,0.835,0.44,24.33,0.79465,3.83,0,14.7754839681384
2002,190,5,81.144,33.17,36.81,8.105,24.305,0.812,3.285,0,14.7662018195667
2002,190,6,159.643,64.91,78.465,16.56,25.04,0.7995,2.615,0,14.7619622722068
2002,190,7,473.8,186.915,240.12,51.61,25.56,0.76775,4.73,0,14.7618739675191
2002,190,8,925.52,369.905,476.195,98.145,26.515,0.7473,5.255,0,14.7618727004484
2002,190,9,1347.317,548.285,699.3,136.085,28.805,0.6791,4.045,0,14.7618727308742
2002,190,10,1610.046,660.29,842.43,156.835,30.38,0.64305,4.355,0,14.7618726520859
2002,190,11,1706.347,701.895,895.28,163,32.135,0.5768,5.14,0,14.7618726646156
2002,190,12,1551.741,637.075,816.43,154.385,32.92,0.54215,6.47,0,14.7618726889615
2002,190,13,1575.937,646.41,823.58,156.83,33.18,0.5459,7.235,0,14.7618727528862
2002,190,14,1111.222,453.15,579.88,117.425,32.895,0.5701,7.81,0,14.7618729190413
2002,190,15,1115.776,455.27,578.895,121.65,32.63,0.55095,7.8,0,14.7618726834923
2002,190,16,670.956,271.81,347.915,77.89,31.985,0.57055,6.825,0,14.7618726793793
2002,190,17,438.84,176.645,223.935,52.945,30.935,0.63315,6.42,0,14.7618725245467
2002,190,18,117.714,46.05,53.51,13.21,28.905,0.74095,6.19,0,14.7618726643326
2002,190,19,10.051,3.865,2.48,1.7,26.745,0.8173,6.095,0,14.755926402103
2002,190,20,0.161,0,0,0.42,25.27,0.8453,5.79,0,14.7629152930482
2002,190,21,0.46,0,0,0.165,23.8,0.8807,4.665,0,14.7635626098078
2002,190,22,0.46,0,0,0.035,23.7,0.8833,4.505,0,14.7637354610333
2002,190,23,0.46,0,0,0.035,23.45,0.8939,4.365,0,14.7639207530887
2002,191,0,0.46,0,0,0.12,22.955,0.92515,3.945,0,14.76411577354
2002,191,1,0.483,0,0,0.015,22.845,0.9189,3.93,0,14.7643072567217
2002,191,2,0.46,0,0,0.07,22.635,0.90335,3.885,0,14.7644820300817
2002,191,3,0.529,0,0,0.04,22.35,0.91475,3.355,0,14.7646289545478
2002,191,4,3.174,1.21,0,0.14,22.69,0.9079,2.125,0,14.764779487344
2002,191,5,30.567,12.07,10.52,3.22,22.675,0.9144,2.73,0,14.7686654417729
2002,191,6,185.748,74.59,92.665,20.405,23.33,0.8934,3.765,0,14.7027749700977
2002,191,7,225.239,88.695,111.845,24.78,23.905,0.86455,4.5,0,14.7012951386774
2002,191,8,305.624,114.19,145.095,31.4,24.465,0.83145,4.11,0,14.7012729558792
2002,191,9,722.407,275.955,360.105,76.435,25.26,0.77295,4.88,0,14.7012726701019
2002,191,10,759.322,289.915,382.5,82.225,25.645,0.75585,4.575,0,14.7012727336069
2002,191,11,1219.069,465.95,612.485,124.515,26.425,0.73125,4.62,0,14.7012729484886
2002,191,12,866.916,329.6,433.745,91.22,26.76,0.7025,4.38,0,14.7012727816725
2002,191,13,983.112,369.85,483.405,100.115,26.835,0.68535,4.94,0,14.7012727424667
2002,191,14,868.043,330.39,430.355,91.11,26.9,0.67365,5.155,0,14.7012726848644
2002,191,15,844.813,320.33,412.56,88.895,26.86,0.6793,5.825,0,14.7012726934917
2002,191,16,494.73,187.41,240.255,52.715,26.73,0.65825,5.7,0,14.7012726952357
2002,191,17,291.594,110.275,138.205,30.98,26.54,0.6531,4.61,0,14.7012726190102
2002,191,18,168.038,63.65,76.945,19.295,26,0.6482,4.28,0,14.7012726594739
2002,191,19,11.523,4.675,2.405,1.365,25.02,0.6758,3.84,0,14.6963152305119
2002,191,20,0,0,0,0,24.075,0.64625,3.82,0,14.7039338941062
2002,191,21,0,0,0,0,23.82,0.63635,4.175,0,14.7047299854174
2002,191,22,0,0,0,0.045,23.435,0.65165,4.995,0,14.7048818656579
2002,191,23,0,0,0,0.06,22.51,0.66585,5.22,0,14.7050405422757
2002,192,0,0,0,0,0.015,22.27,0.5856,5.705,0,14.7052077639657
2002,192,1,0.023,0,0,0.06,21.525,0.5789,5.77,0,14.7053733760446
2002,192,2,0,0,0,0.03,20.72,0.5596,6.16,0,14.7055253159304
2002,192,3,0.046,0,0,0.135,19.955,0.5774,6.995,0,14.7056531162715
2002,192,4,13.8,5.48,3.985,2.31,18.965,0.63055,7.29,0,14.706702728302
2002,192,5,179.515,72.965,94.985,28.64,18.64,0.68435,6.26,0,14.7197735081893
2002,192,6,298.77,109.745,139.23,31.76,18.775,0.69085,6.915,0,14.7184229137405
2002,192,7,943.276,351.095,455.31,102.33,20,0.63995,7.31,0,14.7183933658031
2002,192,8,1286.758,485.785,630.25,132.155,21.42,0.5754,7.365,0,14.7183929194516
2002,192,9,1529.776,585.765,760.885,152.68,22.85,0.54085,5.58,0,14.7183929777663
2002,192,10,1787.698,690.36,895.135,172.7,23.815,0.5318,5.39,0,14.7183931916178
2002,192,11,1642.522,627.74,827.145,161.975,24.445,0.5244,5.12,0,14.7183930536619
2002,192,12,1116.144,417.39,553.495,111.85,25.095,0.51625,5.2,0,14.718392969969
2002,192,13,555.45,206.135,266.005,55.455,24.945,0.5122,5.215,0,14.7183929782672
2002,192,14,364.642,136.595,174.05,38.165,24.885,0.49895,5.105,0,14.7183929328476
2002,192,15,564.489,215.535,279.015,61.555,25.105,0.4757,5.4,0,14.7183929375122
2002,192,16,392.955,151.94,195.175,45.075,25.125,0.46115,5.37,0,14.7183929397786
2002,192,17,340.354,125.945,157.665,35.93,24.84,0.4694,5.44,0,14.7183929184818
2002,192,18,84.295,31.535,33.295,7.745,24.115,0.46975,4.52,0,14.7183927459772
2002,192,19,10.327,3.895,2.005,0.86,23.265,0.4824,3.925,0,14.7081142212999
