"","year","doy","hour","SolarR","Temp","RH","WS","precip"
"1749",2003,98,8,85,1.32,0.6456,1.866,0
"1750",2003,98,9,126.76,2.87,0.6441,2.394,0
"1751",2003,98,10,253.52,4.065,0.6431,2.77,0
"1752",2003,98,11,378.34,5.41,0.6426,3.766,0
"1753",2003,98,12,217.04,6,0.6415,4.051,0
"1754",2003,98,13,119.45,5.4,0.642,3.183,0
"1755",2003,98,14,190.37,6.145,0.6405,3.743,0
"1756",2003,98,15,188.8,6.3,0.641,3.606,0
"1757",2003,98,16,97.5,5.695,0.641,3.664,0
"1758",2003,98,17,57.32,5.135,0.642,3.847,0
"1759",2003,98,18,11.21,4.235,0.642,3.536,0
"1760",2003,98,19,0,3.25,0.6431,2.791,0
"1761",2003,98,20,0,2.73,0.6436,2.947,0
"1762",2003,98,21,0,1.265,0.6446,1.194,0
"1763",2003,98,22,0,1.345,0.6441,1.566,0
"1764",2003,98,23,0,1.115,0.6446,1.889,0
"1765",2003,99,0,0,-0.8,0.6456,0.962,0
"1766",2003,99,1,0,-0.79,0.6456,0.521,0
"1767",2003,99,2,0,0.8,0.6441,2.47,0
"1768",2003,99,3,0,1.3,0.6436,2.891,0
"1769",2003,99,4,0,1.18,0.6441,3.985,0
"1770",2003,99,5,4.35,1.185,0.6446,3.643,0
"1771",2003,99,6,31.21,1.495,0.6441,3.604,0
"1772",2003,99,7,129.17,2.205,0.6436,3.545,0
"1773",2003,99,8,150.1,3.5,0.6431,3.681,0
"1774",2003,99,9,190.37,3.43,0.6426,4.177,0.4
"1775",2003,99,10,304.72,5.135,0.6415,3.847,0
"1776",2003,99,11,102.69,3.975,0.642,4.594,0.8
"1777",2003,99,12,324.08,4.3,0.6415,3.836,0.2
"1778",2003,99,13,225,4.995,0.6415,4.153,0
"1779",2003,99,14,246.3,5.02,0.642,4.26,0.2
"1780",2003,99,15,140.19,5.61,0.641,3.462,0
"1781",2003,99,16,82.32,5.17,0.6415,3.885,0
"1782",2003,99,17,62.04,4.66,0.642,3.304,0
"1783",2003,99,18,6.39,3.61,0.6436,2.287,0
"1784",2003,99,19,0.1,2.28,0.6441,0.887,0
"1785",2003,99,20,1.02,2.155,0.6441,0.46,0
"1786",2003,99,21,0,0.93,0.6456,0.732,0
"1787",2003,99,22,0,-0.345,0.6472,0.34,0
"1788",2003,99,23,0,-1.29,0.6477,0.138,0
"1789",2003,100,0,0,-1.37,0.6472,0.364,0
"1790",2003,100,1,0,-1.215,0.6467,0.398,0
"1791",2003,100,2,0,-0.725,0.6461,0.398,0
"1792",2003,100,3,0,-0.25,0.6467,0.513,0
"1793",2003,100,4,0.1,0.015,0.6461,0.528,0
"1794",2003,100,5,23.24,-0.485,0.6472,0.547,0
"1795",2003,100,6,35.47,0.345,0.6461,1.087,0
"1796",2003,100,7,75.84,1.44,0.6456,1.196,0
"1797",2003,100,8,180.93,3.34,0.6436,1.074,0
"1798",2003,100,9,384.31,5.435,0.642,1.653,0.2
"1799",2003,100,10,539.21,7.295,0.6405,2.036,0
"1800",2003,100,11,306.95,7.355,0.64,2.434,0
"1801",2003,100,12,428.81,8.285,0.6385,2.517,0
"1802",2003,100,13,379.21,8.31,0.6385,2.504,0
"1803",2003,100,14,253.43,8.495,0.6385,2.274,0
"1804",2003,100,15,205,8.835,0.6369,1.709,0
"1805",2003,100,16,88.61,8.45,0.6369,1.568,0
"1806",2003,100,17,39.35,8.22,0.6374,0.655,0
"1807",2003,100,18,12.69,7.3,0.638,0.168,0
"1808",2003,100,19,0,4.82,0.6395,0.194,0
"1809",2003,100,20,0,1.95,0.642,0.234,0
"1810",2003,100,21,0,0.245,0.6441,0.183,0
"1811",2003,100,22,0,-0.335,0.6446,0.079,0
"1812",2003,100,23,0,-1.3,0.6451,0.021,0
"1813",2003,101,0,0,-2.31,0.6461,0.021,0
"1814",2003,101,1,0,-2.75,0.6467,0.036,0
"1815",2003,101,2,0,-3.385,0.6472,0.04,0
"1816",2003,101,3,0,-3.66,0.6477,0.038,0
"1817",2003,101,4,0.19,-3.945,0.6482,0.189,0
"1818",2003,101,5,14.72,-3.945,0.6482,0.115,0
"1819",2003,101,6,104.91,-1.675,0.6456,0.194,0
"1820",2003,101,7,244.45,2.895,0.6395,0.302,0
"1821",2003,101,8,370.56,6.885,0.6374,1.315,0
"1822",2003,101,9,434.71,8.605,0.6364,1.349,0
"1823",2003,101,10,576.91,9.365,0.6354,1.515,0
"1824",2003,101,11,472.51,10.3,0.6344,1.54,0
"1825",2003,101,12,476.21,10.52,0.6344,1.491,0
"1826",2003,101,13,372.69,10.775,0.6333,1.772,0
"1827",2003,101,14,439.21,11.5,0.6323,1.913,0
"1828",2003,101,15,196.48,11.06,0.6308,1.811,0
"1829",2003,101,16,203.52,11.24,0.6313,1.523,0
"1830",2003,101,17,77.13,10.335,0.6308,1.543,0
"1831",2003,101,18,14.35,8.57,0.6313,1.747,0
"1832",2003,101,19,0.19,6.9,0.6318,1.053,0
"1833",2003,101,20,0,7.215,0.6323,1.528,0
"1834",2003,101,21,0,7.09,0.6318,1.626,0
"1835",2003,101,22,0,6.905,0.6323,1.721,0
"1836",2003,101,23,0,6.64,0.6328,1.74,0
"1837",2003,102,0,0,5.87,0.6333,0.666,0
"1838",2003,102,1,0,6.335,0.6318,0.738,0
"1839",2003,102,2,0,6.27,0.6318,0.804,0
"1840",2003,102,3,0,4.43,0.6339,0.328,0
"1841",2003,102,4,0.1,2.21,0.6364,0.155,0
"1842",2003,102,5,19.63,2.02,0.6364,0.183,0
"1843",2003,102,6,107.87,4.58,0.6328,0.332,0
"1844",2003,102,7,209.82,8.06,0.6303,1.723,0
"1845",2003,102,8,297.5,10.155,0.6287,2.311,0
"1846",2003,102,9,311.48,12.05,0.6292,2.517,0
"1847",2003,102,10,498.41,13.685,0.6277,3.145,0
"1848",2003,102,11,552.51,14.655,0.6267,4.036,0
"1849",2003,102,12,494.01,15.05,0.6231,3.985,0
"1850",2003,102,13,464.31,15.035,0.6216,4.079,0
"1851",2003,102,14,378.61,14.645,0.6205,4.1,0
"1852",2003,102,15,316.3,14.655,0.619,4.128,0
"1853",2003,102,16,177.69,14.13,0.6185,3.857,0
"1854",2003,102,17,56.85,13.045,0.6195,3.115,0
"1855",2003,102,18,15.74,12.09,0.619,2.706,0
"1856",2003,102,19,0.1,11.09,0.62,2.766,0
"1857",2003,102,20,0,11.08,0.62,3.481,0
"1858",2003,102,21,0,11.295,0.6195,3.221,0
"1859",2003,102,22,0,11.245,0.6185,2.698,0
"1860",2003,102,23,0,11.34,0.6185,1.902,0
"1861",2003,103,0,0,11.465,0.6175,2.079,0
"1862",2003,103,1,0,11.32,0.6175,2.517,0
"1863",2003,103,2,0,11.075,0.6175,2.317,0
"1864",2003,103,3,0,10.72,0.6175,1.545,0
"1865",2003,103,4,0.1,10.385,0.6175,1.081,0
"1866",2003,103,5,10.84,10.27,0.6175,2.306,0
"1867",2003,103,6,55.93,10.245,0.618,2.545,0
"1868",2003,103,7,172.04,11.935,0.6164,2.334,0
"1869",2003,103,8,298.24,14.015,0.6134,3.232,0
"1870",2003,103,9,456.91,15.06,0.6118,3.538,0
"1871",2003,103,10,365.65,15.15,0.6113,3.536,0
"1872",2003,103,11,275.37,14.78,0.6124,3.526,0
"1873",2003,103,12,327.5,14.695,0.6118,4.257,0
"1874",2003,103,13,357.6,15.415,0.6103,4.094,0
"1875",2003,103,14,285.28,16.29,0.6088,3.974,0
"1876",2003,103,15,154.82,16.035,0.6088,3.43,0
"1877",2003,103,16,94.72,15.57,0.6098,3.498,0
"1878",2003,103,17,38.52,15.18,0.6088,3.123,0
"1879",2003,103,18,10.37,14.705,0.6093,1.998,0
"1880",2003,103,19,0.1,14.145,0.6093,1.87,0
"1881",2003,103,20,0,14.065,0.6088,1.923,0
"1882",2003,103,21,0,13.77,0.6088,1.479,0
"1883",2003,103,22,0,12.65,0.6103,1.432,0
"1884",2003,103,23,0,11.71,0.6108,1.104,0
"1885",2003,104,0,0,10.585,0.6118,0.968,0
"1886",2003,104,1,0,10.855,0.6118,1.649,0
"1887",2003,104,2,0,10.605,0.6118,1.17,0
"1888",2003,104,3,0,10.31,0.6124,0.86,0
"1889",2003,104,4,0.19,9.86,0.6118,0.93,0
"1890",2003,104,5,9.91,9.96,0.6113,1.253,0
"1891",2003,104,6,84.63,10.42,0.6098,1.26,0
"1892",2003,104,7,175.19,11.68,0.6088,1.255,0
"1893",2003,104,8,293.06,13.22,0.6067,1.562,0
"1894",2003,104,9,370.19,14.92,0.6072,1.668,0
"1895",2003,104,10,454.71,16.34,0.6031,1.781,0
"1896",2003,104,11,479.91,17.105,0.6016,2.153,0
"1897",2003,104,12,495.51,18.355,0.6011,2.255,0
"1898",2003,104,13,474.71,19.75,0.5985,2.245,0
"1899",2003,104,14,403.61,20.33,0.596,2.311,0
"1900",2003,104,15,307.69,20.1,0.5934,2.772,0
"1901",2003,104,16,192.6,19.455,0.5929,2.46,0
"1902",2003,104,17,84.63,17.94,0.5939,1.943,0
"1903",2003,104,18,16.11,15.295,0.597,0.421,0
"1904",2003,104,19,0.19,11.27,0.6026,0.136,0
"1905",2003,104,20,0,8.14,0.6077,0.043,0
"1906",2003,104,21,0,6.365,0.6098,0.017,0
"1907",2003,104,22,0,5.37,0.6124,0.066,0
"1908",2003,104,23,0,4.665,0.6124,0.185,0
"1909",2003,105,0,0,3.855,0.6144,0.087,0
"1910",2003,105,1,0,3.195,0.6154,0.079,0
"1911",2003,105,2,0,3.04,0.6159,0.128,0
"1912",2003,105,3,0,3.01,0.6159,0.479,0
"1913",2003,105,4,0.47,1.955,0.6175,0.391,0
"1914",2003,105,5,21.3,2.16,0.6175,0.238,0
"1915",2003,105,6,114.82,5.865,0.6124,0.187,0
"1916",2003,105,7,256.21,10.135,0.6083,0.357,0
"1917",2003,105,8,379.21,12.81,0.6042,0.534,0
"1918",2003,105,9,487.31,16.205,0.599,0.891,0
"1919",2003,105,10,565.81,19.64,0.5934,1.234,0
"1920",2003,105,11,600.61,21.59,0.5898,1.989,0
"1921",2003,105,12,604.31,22.415,0.5873,2.777,0
"1922",2003,105,13,560.61,22.665,0.5852,3.006,0
"1923",2003,105,14,487.31,22.735,0.5852,2.828,0
"1924",2003,105,15,382.11,22.37,0.5847,2.957,0
"1925",2003,105,16,255.47,21.485,0.5868,2.921,0
"1926",2003,105,17,103.52,20.125,0.5883,3.104,0
"1927",2003,105,18,18.06,17.88,0.5903,2.426,0
"1928",2003,105,19,0.47,15.69,0.5929,1.479,0
"1929",2003,105,20,0,14.32,0.5944,1.921,0
"1930",2003,105,21,0,11.39,0.597,0.645,0
"1931",2003,105,22,0,8.325,0.6001,0.379,0
"1932",2003,105,23,0,7.295,0.6031,0.26,0
"1933",2003,106,0,0,6.57,0.6052,0.294,0
"1934",2003,106,1,0,5.535,0.6067,0.153,0
"1935",2003,106,2,0,4.345,0.6088,0.06,0
"1936",2003,106,3,0,4.23,0.6098,0.309,0
"1937",2003,106,4,0.65,3.865,0.6093,0.413,0
"1938",2003,106,5,23.98,3.78,0.6103,0.404,0
"1939",2003,106,6,118.43,6.8,0.6062,0.802,0
"1940",2003,106,7,258.43,10.895,0.6016,2.17,0
"1941",2003,106,8,386.61,14.2,0.5965,2.926,0
"1942",2003,106,9,499.21,16.595,0.5939,4.011,0
"1943",2003,106,10,582.11,17.72,0.5914,4.885,0
"1944",2003,106,11,621.41,19.03,0.5903,4.343,0
"1945",2003,106,12,604.31,19.085,0.5888,4.551,0
"1946",2003,106,13,556.91,19.575,0.5878,4.457,0
"1947",2003,106,14,476.21,19.95,0.5862,4.715,0
"1948",2003,106,15,373.61,19.8,0.5847,4.466,0
"1949",2003,106,16,251.3,18.98,0.5862,4.434,0
"1950",2003,106,17,101.3,17.84,0.5868,3.455,0
"1951",2003,106,18,20.28,16.325,0.5888,3.1,0
"1952",2003,106,19,0.56,14.175,0.5908,2.83,0
"1953",2003,106,20,0,12.785,0.5939,2.498,0
"1954",2003,106,21,0,11.41,0.5965,3.23,0
"1955",2003,106,22,0,10.3,0.6001,2.494,0
"1956",2003,106,23,0,9.12,0.6011,1.568,0
"1957",2003,107,0,0,7.195,0.6036,1.523,0
"1958",2003,107,1,0,5.415,0.6057,1.183,0
"1959",2003,107,2,0,4.275,0.6083,0.394,0
"1960",2003,107,3,0,4.095,0.6088,0.617,0
"1961",2003,107,4,0.65,3.53,0.6093,0.585,0
"1962",2003,107,5,26.11,4.17,0.6088,1.047,0
"1963",2003,107,6,117.04,7.005,0.6052,1.494,0
"1964",2003,107,7,250,9.93,0.6016,2.826,0
"1965",2003,107,8,380.61,12.61,0.5975,3.347,0
"1966",2003,107,9,499.21,15.195,0.5934,4.34,0
"1967",2003,107,10,577.71,16.815,0.5898,4.891,0
"1968",2003,107,11,604.31,18.475,0.5873,5.134,0
"1969",2003,107,12,599.21,18.445,0.5873,5.164,0
"1970",2003,107,13,552.51,18.485,0.5862,5.002,0
"1971",2003,107,14,479.21,17.645,0.5868,4.936,0
"1972",2003,107,15,368.98,17.23,0.5862,4.862,0
"1973",2003,107,16,245,16.255,0.5868,5.028,0
"1974",2003,107,17,102.97,15.095,0.5898,4.336,0
"1975",2003,107,18,21.76,13.28,0.5903,3.84,0
"1976",2003,107,19,0.65,11.32,0.5924,3.506,0
"1977",2003,107,20,0,9.275,0.5949,3.066,0
"1978",2003,107,21,0,7.79,0.597,3.44,0
"1979",2003,107,22,0,6.655,0.598,3.191,0
"1980",2003,107,23,0,6.03,0.599,3.702,0
"1981",2003,108,0,0,5.54,0.599,3.579,0
"1982",2003,108,1,0,4.955,0.6001,2.783,0
"1983",2003,108,2,0,4.5,0.6011,2.87,0
"1984",2003,108,3,0,4.425,0.6016,2.985,0
"1985",2003,108,4,1.11,4.72,0.6011,3.145,0
"1986",2003,108,5,36.58,5.275,0.6006,3.843,0
"1987",2003,108,6,53.15,6.085,0.5996,5.06,0
"1988",2003,108,7,65,6.645,0.599,5.264,0
"1989",2003,108,8,77.78,6.895,0.599,5.209,0
"1990",2003,108,9,66.58,6.63,0.5996,5.736,0
"1991",2003,108,10,91.58,6.83,0.599,4.547,0
"1992",2003,108,11,220.47,7.8,0.598,5.87,0
"1993",2003,108,12,364.17,9.075,0.5965,6.453,0
"1994",2003,108,13,178.06,9.045,0.5965,6.411,0
"1995",2003,108,14,58.98,7.805,0.5975,5.83,0
"1996",2003,108,15,32.32,7.29,0.5985,5.551,0
"1997",2003,108,16,26.3,6.87,0.599,5.813,0
"1998",2003,108,17,17.69,7.035,0.5985,5.313,0
"1999",2003,108,18,4.45,7.145,0.5985,5.264,0
"2000",2003,108,19,0.1,13.1771632937893,0.599,5.106,0
"2001",2003,108,20,0,13.1771632937893,0.599,4.194,0
"2002",2003,108,21,0,7.025,0.599,3.498,0
"2003",2003,108,22,0,7.075,0.599,3.553,0
"2004",2003,108,23,0,6.85,0.5996,3.179,0
"2005",2003,109,0,0,6.69,0.599,3.083,0
"2006",2003,109,1,0,6.065,0.6001,2.96,0
"2007",2003,109,2,0,5.665,0.6001,2.917,0
"2008",2003,109,3,0,5.12,0.6011,2.719,0
"2009",2003,109,4,0.84,4.49,0.6021,2.06,0
"2010",2003,109,5,16.95,5.285,0.6011,3.611,0
"2011",2003,109,6,73.8,6.39,0.5996,3.83,0
"2012",2003,109,7,210.56,7.75,0.599,3.802,0
"2013",2003,109,8,299.54,9.275,0.597,3.84,0
"2014",2003,109,9,316.76,10.36,0.596,4.353,0
"2015",2003,109,10,302.32,11.52,0.5949,4.536,0
"2016",2003,109,11,413.21,12.025,0.5934,5.06,0
"2017",2003,109,12,330.28,12.48,0.5919,4.947,0
"2018",2003,109,13,456.21,13.095,0.5903,4.602,0
"2019",2003,109,14,501.41,13.105,0.5888,4.743,0
"2020",2003,109,15,354.82,13.11,0.5857,4.7,0
"2021",2003,109,16,233.52,12.32,0.5862,4.462,0
"2022",2003,109,17,116.21,11.735,0.5852,3.877,0
"2023",2003,109,18,33.71,10.865,0.5868,3.317,0
